Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength,name,status
519.3387,149681,left,1,-15.377,171.7893,17.16593,-104.9004,34.33855,-176.3544,0.8556867,1.271314,0.4947821,-47.03293,119.056,53.23346,-221.0298,-26.68401,164.9785,0,0,0,16.49667,218.1559,24.00882,-8.321677,-40.28358,2.989956,0.2087129,-0.04246857,-0.3055701,49.86697,202.5744,89.54305,208.0754,36.61687,230.5986,0,0.1082989,0,evyatar,alone
519.3553,149683,left,1,-17.77738,172.425,14.76939,-148.6179,83.20389,-143.37,0.8403594,1.292147,0.4669413,-48.36028,119.6368,51.71449,-218.9332,-31.39612,161.6961,0,0,0,16.35937,217.6196,24.00663,-9.509645,-25.60725,-3.323605,0.1861972,-0.03930179,-0.3069594,49.92872,203.4226,89.70747,208.7383,38.14925,230.9063,0,0.1251178,0,evyatar,alone
519.3719,149685,left,1,-20.20045,173.7228,11.97705,-137.2305,47.70514,-171.6005,0.821975,1.314039,0.4397721,-49.85529,121.0235,49.8196,-219.1005,-34.65636,155.2799,0,0,0,16.12596,217.454,23.81943,-15.47654,-4.38239,-14.19501,0.167321,-0.03395523,-0.3076878,49.85978,204.4646,89.64896,210.0779,40.42212,230.707,0,0.1274985,0,evyatar,alone
519.3885,149686,left,1,-21.23924,174.6472,10.39969,-121.24,107.8981,-184.0987,0.8189576,1.321264,0.4291642,-50.46752,121.802,48.37828,-219.1265,-36.47293,150.8733,0,0,0,15.67951,217.9135,23.36337,-27.71205,37.60349,-29.32084,0.1552439,-0.02947049,-0.3070639,49.48076,205.7626,89.31075,211.507,43.85342,230.783,0,0.1347184,0,evyatar,alone
519.4054,149688,left,1,-23.22416,176.8494,7.366207,-110.9851,96.02876,-169.5148,0.8128198,1.328631,0.4152542,-51.83713,123.792,45.55784,-217.2151,-41.07283,142.8808,0,0,0,15.07188,218.9922,22.76227,-37.98591,74.9684,-37.93755,0.1509015,-0.02564284,-0.3079742,49.00757,207.2993,88.75866,213.2805,49.01101,231.7453,0,0.1534187,0,evyatar,alone
519.4219,149690,left,1,-25.23982,179.7242,3.82615,-117.2428,130.1307,-198.1087,0.8020502,1.338508,0.3879054,-52.78108,126.613,42.73766,-214.9476,-42.32517,138.4661,0,0,0,14.33364,220.8179,22.01551,-44.90008,118.2903,-45.17817,0.1421624,-0.02118798,-0.312487,48.60483,209.85,87.9873,214.5998,54.85774,232.6037,0,0.1251175,0,evyatar,alone
519.4382,149692,left,1,-27.77187,180.5005,1.030294,-166.7411,19.03155,-134.1961,0.806823,1.361885,0.3577742,-53.78899,126.7457,40.08293,-213.4667,-44.04053,136.7117,0,0,0,13.98245,222.1054,21.66382,-40.84995,149.7615,-40.9074,0.1377638,-0.01956216,-0.3143437,48.38802,211.4562,87.61926,214.8508,57.29598,232.5951,0,0.09804982,0,evyatar,alone
519.455,149694,left,1,-30.46866,183.8459,-1.82032,-166.9041,219.5586,-168.3568,0.8103148,1.368345,0.3322652,-55.32901,129.5986,37.30295,-212.4641,-44.31519,132.5112,0,0,0,13.29714,225.6379,20.95643,-38.00709,230.9486,-39.28357,0.1391251,-0.02114578,-0.3161407,47.84866,214.9914,86.868,215.4375,62.7283,232.5652,0,0.08723205,0,evyatar,alone
519.4715,149696,left,1,-32.57807,187.8897,-4.852212,-121.876,215.1307,-171.8856,0.7852297,1.363697,0.3383714,-57.99768,134.731,35.41755,-214.1664,-38.3376,133.7061,0,0,0,12.67038,230.4648,20.22818,-33.78101,291.1067,-41.6801,0.1503938,-0.02895186,-0.3153067,47.1896,219.2856,86.15994,216.0508,71.15929,234.6415,0,0.1134779,0,evyatar,alone
519.4879,149698,left,1,-35.1468,189.4031,-7.012016,-148.755,117.5477,-125.1948,0.7939362,1.373934,0.3142807,-59.50772,135.8572,33.34448,-217.1749,-32.79261,136.7869,0,0,0,12.18849,236.1949,19.44998,-21.27205,346.1393,-42.70715,0.1762219,-0.03558461,-0.3106858,46.40139,223.5015,85.34898,216.3524,77.21188,234.4253,0,0.1035931,0,evyatar,alone
519.5045,149700,left,1,-37.46266,192.6667,-8.993317,-122.5329,199.2814,-105.0724,0.7937129,1.367141,0.3162353,-61.90689,139.2317,31.47272,-218.4314,-28.71812,137.7506,0,0,0,12.14258,242.3588,18.75521,0.1787994,349.9408,-59.47522,0.2086037,-0.04322496,-0.3034871,45.82905,227.5806,84.54154,215.6122,79.70672,232.2591,0,0.05690143,0,evyatar,alone
519.5213,149702,left,1,-39.15094,195.9091,-10.50341,-92.92537,183.4977,-82.03742,0.7988272,1.345085,0.3365584,-64.52808,142.6703,29.66102,-221.8802,-22.89376,138.4311,0,0,0,12.13567,248.1529,17.36901,4.028889,324.0084,-94.9907,0.23987,-0.05189667,-0.2963186,45.24863,231.3533,83.01633,213.9979,81.95808,230.4057,0,0.04551966,0,evyatar,alone
519.5376,149704,left,1,-40.43586,198.9506,-11.78004,-70.93092,162.1897,-70.21615,0.8020535,1.316681,0.367524,-67.22587,146.0929,27.99755,-225.4972,-17.68001,138.1368,0,0,0,12.26863,253.158,15.45243,11.79533,266.9387,-114.1749,0.2662757,-0.05151591,-0.290184,44.81887,234.6618,80.95665,211.8374,82.93011,227.9499,0,0.02103193,0,evyatar,alone
