Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength,name,status
613.6371,70799,right,1,-235.4267,204.5015,18.17985,262.8368,-249.6042,-1.29004,2.221621,0.05864372,-1.717842,-175.8649,173.0853,2.379424,-239.4082,-77.83247,19.05671,0.1551981,1.531038,0.4993277,12.13567,248.1529,17.36901,4.028889,324.0084,-94.9907,0.23987,-0.05189667,-0.2963186,45.24863,231.3533,83.01633,213.9979,81.95808,230.4057,0,0.04551966,0,oriya,alone
613.6541,70801,right,1,-231.1184,199.867,17.31765,242.7289,-288.2045,-52.79747,1.975012,-0.07850451,-1.680447,-172.7121,165.2017,3.390063,-244.527,-83.90868,11.2821,0.459703,1.542961,0.5535609,12.26863,253.158,15.45243,11.79533,266.9387,-114.1749,0.2662757,-0.05151591,-0.290184,44.81887,234.6618,80.95665,211.8374,82.93011,227.9499,0,0.02103193,0,oriya,alone
613.6703,70803,right,1,-227.4295,194.6812,16.29406,185.5595,-303.6079,-43.15207,1.714607,-0.2477539,-1.617763,-170.1917,156.7474,5.732244,-249.9461,-90.05953,4.640113,0.8735124,1.723333,0.619561,12.21313,256.8941,12.84168,-8.033607,186.337,-161.3728,0.2890959,-0.05315577,-0.2857407,44.28273,236.9511,78.20072,208.9582,83.64241,226.2175,0,0.03806916,0,oriya,alone
613.6869,70805,right,1,-224.5448,189.2289,14.23609,156.586,-329.1987,-102.5506,1.474781,-0.4273609,-1.532459,-168.8324,147.8532,8.329881,-255.442,-96.40473,-2.275351,0.8689027,1.90304,0.653714,12.00015,259.1316,9.104301,-22.73159,90.15656,-235.1387,0.2984484,-0.04813673,-0.2830434,43.71107,238.6862,74.52112,205.7359,85.65707,225.7345,0,0.06056555,0,oriya,alone
613.7034,70807,right,1,-221.176,184.4508,12.78985,216.7636,-236.8884,-65.56659,1.414815,-0.4998321,-1.501372,-166.774,141.1066,8.307422,-259.9419,-100.3227,-9.221336,0.8029705,2.036348,0.6253386,11.54926,259.5954,4.545382,-32.26306,-6.492695,-277.1418,0.2865669,-0.04358016,-0.2832973,43.19373,239.9888,70.2653,202.7578,88.83396,225.9206,0,0.04651137,0,oriya,alone
613.72,70808,right,1,-219.8028,181.8634,12.1831,159.5976,-300.7258,-70.51962,1.347999,-0.5640829,-1.462954,-166.2985,137.2003,9.557825,-262.1501,-102.7504,-13.06389,0.9026792,2.110052,0.6088071,11.08782,259.1501,-0.5018836,-21.1744,-39.29118,-294.8969,0.2689531,-0.03659767,-0.285642,42.78767,240.7447,65.53775,199.4641,91.24685,225.6653,0,0.05319695,0,oriya,alone
613.7365,70810,right,1,-217.2181,177.2079,11.17701,150.3876,-242.896,-57.5789,1.211441,-0.6877269,-1.366085,-165.7264,130.1146,13.18211,-265.9333,-106.694,-20.81656,0.6872514,2.214224,0.5667238,10.47435,256.6753,-5.929904,-38.08165,-182.7929,-321.1002,0.2475235,-0.02928579,-0.2873041,42.25002,239.7549,60.47007,197.168,93.34808,225.1027,0,0.03135938,0,oriya,alone
613.7539,70812,right,1,-214.47,174.6376,10.47324,163.0333,-129.7454,-60.39767,1.188483,-0.7128551,-1.349795,-163.4163,127.1516,13.06204,-267.5428,-106.8227,-28.03968,0.9478655,2.180571,0.5470769,9.696098,253.1186,-11.59833,-45.17703,-213.098,-329.4498,0.227429,-0.03020022,-0.2858812,41.4173,237.5423,55.16599,195.2288,94.68456,223.9138,0,0.04588808,0,oriya,alone
613.7699,70814,right,1,-211.6504,173.0229,9.546973,154.2621,-89.71602,-58.56161,1.146902,-0.7319436,-1.325648,-160.7452,125.6487,13.45664,-269.0911,-105.956,-30.08739,1,2.176954,0.5768652,9.321185,251.2927,-14.45418,-43.79315,-213.2792,-333.5883,0.2231598,-0.03203184,-0.2842771,40.93888,236.0081,52.43843,194.1033,94.42928,222.8541,0,0.04696618,0,oriya,alone
613.7863,70816,right,1,-209.421,172.6759,8.876697,110.9512,-14.74479,-33.64889,1.078601,-0.7515516,-1.307859,-157.9239,126.704,15.33126,-275.4079,-102.9027,-12.12552,1,2.230785,0.7638524,8.665503,247.3787,-20.02077,-38.85567,-218.8979,-324.4945,0.2148103,-0.03192077,-0.2775884,39.85662,232.6061,47.19037,191.5744,92.08669,219.7874,0,0.05650058,0,oriya,alone
