Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength
387.7194,45222,left,1,-144.695,188.851,-11.55636,118.2093,-393.7394,-6.599116,1.202603,0.9878384,1.001032,-184.3221,133.4109,5.438484,-310.3665,-52.92786,113.5379,0.2280915,1.461138,0.3631116,12.00015,259.1316,9.104301,-22.73159,90.15656,-235.1387,0.2984484,-0.04813673,-0.2830434,43.71107,238.6862,74.52112,205.7359,85.65707,225.7345,0,0.06056555,0
387.7361,45224,left,1,-140.0685,179.0663,-11.17794,245.8413,-520.0527,22.36082,1.19662,1.004989,0.9962249,-179.617,123.6816,6.047146,-308.3979,-57.27805,119.9062,0.2919806,1.595287,0.4182489,11.54926,259.5954,4.545382,-32.26306,-6.492695,-277.1418,0.2865669,-0.04358016,-0.2832973,43.19373,239.9888,70.2653,202.7578,88.83396,225.9206,0,0.04651137,0
387.7525,45226,left,1,-139.9818,175.4661,-11.53474,-29.93664,-171.4988,-27.35643,1.187978,1.002247,0.989313,-179.7057,120.3852,6.203699,-309.3703,-57.77452,123.4258,0.5194185,1.860809,0.3918642,11.08782,259.1501,-0.5018836,-21.1744,-39.29118,-294.8969,0.2689531,-0.03659767,-0.285642,42.78767,240.7447,65.53775,199.4641,91.24685,225.6653,0,0.05319695,0
387.7691,45228,left,1,-139.9247,171.5551,-11.57383,24.62173,-227.7749,-3.468657,1.182429,1.013454,0.9622595,-178.8115,116.0981,6.855079,-308.6948,-60.21095,126.6059,0.6249341,1.947819,0.2730229,10.47435,256.6753,-5.929904,-38.08165,-182.7929,-321.1002,0.2475235,-0.02928579,-0.2873041,42.25002,239.7549,60.47007,197.168,93.34808,225.1027,0,0.03135938,0
387.7857,45230,left,1,-136.847,164.4871,-11.12847,226.9184,-447.7022,30.87819,1.16817,1.027431,0.9353578,-175.156,108.9621,8.23026,-304.5825,-64.41734,132.6617,0.7676601,2.019019,0.2218327,9.696098,253.1186,-11.59833,-45.17703,-213.098,-329.4498,0.227429,-0.03020022,-0.2858812,41.4173,237.5423,55.16599,195.2288,94.68456,223.9138,0,0.04588808,0
387.8022,45232,left,1,-131.4181,156.6048,-10.07682,292.0525,-430.7051,62.95145,1.159794,1.033754,0.9407836,-170.2337,101.5153,9.426924,-302.887,-67.39604,136.576,0.03270447,1.856169,0.1819122,9.321185,251.2927,-14.45418,-43.79315,-213.2792,-333.5883,0.2231598,-0.03203184,-0.2842771,40.93888,236.0081,52.43843,194.1033,94.42928,222.8541,0,0.04696618,0
387.819,45234,left,1,-127.7477,150.1992,-9.225199,189.3125,-340.0493,45.07285,1.152702,0.9971351,0.978797,-168.7688,96.66572,10.03711,-305.5777,-68.4332,137.7888,0,1.84741,0.1149633,8.665503,247.3787,-20.02077,-38.85567,-218.8979,-324.4945,0.2148103,-0.03192077,-0.2775884,39.85662,232.6061,47.19037,191.5744,92.08669,219.7874,0,0.05650058,0
387.836,45236,left,1,-126.0903,145.2955,-8.770047,73.52896,-292.0709,21.53899,1.138293,0.9616575,1.003902,-169.1457,93.44569,10.61666,-310.069,-67.18891,139.5816,0,1.806286,0.0342771,8.22245,243.7309,-25.39877,-18.3319,-201.0063,-304.516,0.2049535,-0.02541892,-0.274024,39.14612,229.5837,42.0567,189.261,89.12586,216.1238,0,0.02862816,0
387.852,45238,left,1,-124.188,140.6201,-8.120967,87.09287,-265.8715,20.32417,1.143594,0.9642092,1.017675,-167.7349,89.04016,10.81482,-314.3467,-65.98901,140.2975,0,1.965683,0.04972696,7.932974,240.3065,-30.26462,-17.65045,-213.1217,-278.1337,0.1923831,-0.01366315,-0.2703551,38.60492,227.0797,37.48775,188.1204,88.76532,213.7926,0,0.03555631,0
387.8688,45239,left,1,-123.1058,137.884,-7.938543,123.4692,-312.1566,20.81277,1.144521,0.972376,1.016192,-166.5538,86.21164,10.95217,-315.6766,-66.25161,140.614,0,2.003571,0.07651433,7.869319,237.6196,-34.47969,1.967501,-147.9954,-229.6747,0.177919,0.001887203,-0.2647273,38.16507,225.4814,33.63972,187.2801,90.0468,212.5168,0,0.05798483,0
387.8854,45241,left,1,-121.9593,133.0375,-7.229209,84.98191,-276.1599,36.95081,1.15291,1.020615,0.9920444,-163.6519,79.9455,11.62513,-314.7676,-70.48794,141.3504,0,2.018955,0.000309704,8.029928,235.6357,-37.4882,7.844134,-120.7183,-160.0802,0.1713785,0.008861671,-0.2579333,37.8803,224.058,30.944,186.5524,91.82316,212.5779,0,0.08403986,0
387.9016,45243,left,1,-121.2354,129.8225,-7.595548,70.17687,-197.6384,-7.293225,1.169483,1.056075,0.9823,-161.5179,75.52287,10.75509,-314.1448,-73.31013,140.5572,0.6204311,2.235807,0,8.233523,234.7108,-39.2777,11.35342,-52.49735,-94.1427,0.1728938,0.009337531,-0.2502285,37.55993,223.0199,29.36913,184.9699,90.91855,212.137,0,0.1115718,0
387.9182,45245,left,1,-118.9014,124.7318,-7.912178,195.5524,-366.5002,-24.17145,1.180319,1.01138,1.012791,-160.6316,71.35345,9.912001,-315.7686,-75.07528,139.4726,0.7917418,2.283787,0,8.326113,233.9726,-39.89548,3.275192,-50.41382,-15.9318,0.1744887,0.006500233,-0.2450259,37.31096,222.1631,28.88857,183.9253,90.50818,212.6261,0,0.131296,0
387.9348,45247,left,1,-113.9658,117.1984,-7.638002,241.9983,-468.1525,57.7033,1.159317,0.9223444,1.047596,-159.1923,66.69528,10.39208,-319.408,-79.80564,133.5312,0.6749595,2.389639,0,8.338148,233.579,-39.87145,0.6303135,-13.77926,4.802584,0.1760545,0.003472319,-0.2416921,37.12094,221.655,28.98785,183.5314,90.39088,213.1746,0,0.1518801,0
